download_rank,pdb_id,experimental_methods,resolution_combined,deposited_atom_count,coordinate_url,download_status
4688,6YRR,SOLUTION NMR,,1162,https://files.rcsb.org/download/6YRR.cif.gz,not_started
4689,6YSE,SOLUTION NMR,,396,https://files.rcsb.org/download/6YSE.cif.gz,not_started
4690,6YTC,SOLUTION NMR,,698,https://files.rcsb.org/download/6YTC.cif.gz,not_started
4691,6YTS,SOLUTION NMR,,1920,https://files.rcsb.org/download/6YTS.cif.gz,not_started
4692,6YW8,SOLUTION NMR,,1860,https://files.rcsb.org/download/6YW8.cif.gz,not_started
4693,6Z29,SOLUTION NMR,,921,https://files.rcsb.org/download/6Z29.cif.gz,not_started
4694,6Z35,SOLUTION NMR,,908,https://files.rcsb.org/download/6Z35.cif.gz,not_started
4695,6Z40,SOLUTION NMR,,538,https://files.rcsb.org/download/6Z40.cif.gz,not_started
4696,6Z41,SOLUTION NMR,,521,https://files.rcsb.org/download/6Z41.cif.gz,not_started
4697,6Z5N,SOLUTION NMR,,863,https://files.rcsb.org/download/6Z5N.cif.gz,not_started
4698,6Z98,SOLUTION NMR,,1240,https://files.rcsb.org/download/6Z98.cif.gz,not_started
4699,6ZBI,SOLUTION NMR,,1788,https://files.rcsb.org/download/6ZBI.cif.gz,not_started
4700,6ZDB,SOLUTION NMR,,2124,https://files.rcsb.org/download/6ZDB.cif.gz,not_started
4701,6ZFV,SOLUTION NMR,,494,https://files.rcsb.org/download/6ZFV.cif.gz,not_started
4702,6ZLE,SOLUTION NMR,,1269,https://files.rcsb.org/download/6ZLE.cif.gz,not_started
4703,6ZOM,SOLUTION NMR,,800,https://files.rcsb.org/download/6ZOM.cif.gz,not_started
4704,6ZOP,SOLUTION NMR,,676,https://files.rcsb.org/download/6ZOP.cif.gz,not_started
4705,6ZPR,SOLUTION NMR,,1288,https://files.rcsb.org/download/6ZPR.cif.gz,not_started
4706,6ZSO,SOLUTION NMR,,761,https://files.rcsb.org/download/6ZSO.cif.gz,not_started
4707,6ZSS,SOLUTION NMR,,641,https://files.rcsb.org/download/6ZSS.cif.gz,not_started
4708,6ZTG,SOLUTION NMR,,1418,https://files.rcsb.org/download/6ZTG.cif.gz,not_started
4709,6ZUY,SOLUTION NMR,,630,https://files.rcsb.org/download/6ZUY.cif.gz,not_started
4710,6ZUZ,SOLUTION NMR,,682,https://files.rcsb.org/download/6ZUZ.cif.gz,not_started
4711,6ZV0,SOLUTION NMR,,740,https://files.rcsb.org/download/6ZV0.cif.gz,not_started
4712,6ZV1,SOLUTION NMR,,1172,https://files.rcsb.org/download/6ZV1.cif.gz,not_started
4713,6ZV2,SOLUTION NMR,,1207,https://files.rcsb.org/download/6ZV2.cif.gz,not_started
4714,6ZV3,SOLUTION NMR,,713,https://files.rcsb.org/download/6ZV3.cif.gz,not_started
4715,6ZV4,SOLUTION NMR,,877,https://files.rcsb.org/download/6ZV4.cif.gz,not_started
4716,6ZXP,SOLUTION NMR,,1184,https://files.rcsb.org/download/6ZXP.cif.gz,not_started
4717,6ZYC,SOLUTION NMR,,1171,https://files.rcsb.org/download/6ZYC.cif.gz,not_started
4718,6ZYG,SOLUTION NMR;SOLUTION SCATTERING,,898,https://files.rcsb.org/download/6ZYG.cif.gz,not_started
4719,6ZZE,SOLUTION NMR,,616,https://files.rcsb.org/download/6ZZE.cif.gz,not_started
4720,6ZZF,SOLUTION NMR,,616,https://files.rcsb.org/download/6ZZF.cif.gz,not_started
4721,7A05,SOLUTION NMR,,1361,https://files.rcsb.org/download/7A05.cif.gz,not_started
4722,7A0I,SOLUTION NMR,,997,https://files.rcsb.org/download/7A0I.cif.gz,not_started
4723,7A0O,SOLUTION NMR,,1994,https://files.rcsb.org/download/7A0O.cif.gz,not_started
4724,7A2D,SOLUTION NMR,,1316,https://files.rcsb.org/download/7A2D.cif.gz,not_started
4725,7A4L,SOLUTION NMR,,417,https://files.rcsb.org/download/7A4L.cif.gz,not_started
4726,7A58,SOLUTION NMR,,417,https://files.rcsb.org/download/7A58.cif.gz,not_started
4727,7AAF,SOLUTION NMR,,623,https://files.rcsb.org/download/7AAF.cif.gz,not_started
4728,7AAO,SOLUTION NMR,,925,https://files.rcsb.org/download/7AAO.cif.gz,not_started
4729,7AC1,SOLUTION NMR,,612,https://files.rcsb.org/download/7AC1.cif.gz,not_started
4730,7ACS,SOLUTION NMR,,1369,https://files.rcsb.org/download/7ACS.cif.gz,not_started
4731,7ACT,SOLUTION NMR,,1262,https://files.rcsb.org/download/7ACT.cif.gz,not_started
4732,7AEP,SOLUTION NMR,,734,https://files.rcsb.org/download/7AEP.cif.gz,not_started
4733,7ATY,SOLUTION NMR,,523,https://files.rcsb.org/download/7ATY.cif.gz,not_started
4734,7AVA,SOLUTION NMR,,1098,https://files.rcsb.org/download/7AVA.cif.gz,not_started
4735,7AVB,SOLUTION NMR,,1073,https://files.rcsb.org/download/7AVB.cif.gz,not_started
4736,7B2B,SOLUTION NMR,,1094,https://files.rcsb.org/download/7B2B.cif.gz,not_started
4737,7B3J,SOLUTION NMR,,534,https://files.rcsb.org/download/7B3J.cif.gz,not_started
4738,7B3K,SOLUTION NMR,,533,https://files.rcsb.org/download/7B3K.cif.gz,not_started
4739,7B7O,SOLUTION NMR,,390,https://files.rcsb.org/download/7B7O.cif.gz,not_started
4740,7BBB,SOLUTION NMR,,1891,https://files.rcsb.org/download/7BBB.cif.gz,not_started
4741,7BCJ,SOLUTION NMR,,1074,https://files.rcsb.org/download/7BCJ.cif.gz,not_started
4742,7BEV,SOLUTION NMR,,1020,https://files.rcsb.org/download/7BEV.cif.gz,not_started
4743,7BGH,SOLUTION NMR,,1448,https://files.rcsb.org/download/7BGH.cif.gz,not_started
4744,7BPL,SOLUTION NMR,,882,https://files.rcsb.org/download/7BPL.cif.gz,not_started
4745,7BPM,SOLUTION NMR,,624,https://files.rcsb.org/download/7BPM.cif.gz,not_started
4746,7BPN,SOLUTION NMR,,1011,https://files.rcsb.org/download/7BPN.cif.gz,not_started
4747,7BPP,SOLUTION NMR,,909,https://files.rcsb.org/download/7BPP.cif.gz,not_started
4748,7BQB,SOLUTION NMR,,879,https://files.rcsb.org/download/7BQB.cif.gz,not_started
4749,7BQC,SOLUTION NMR,,1045,https://files.rcsb.org/download/7BQC.cif.gz,not_started
4750,7BQD,SOLUTION NMR,,725,https://files.rcsb.org/download/7BQD.cif.gz,not_started
4751,7BQE,SOLUTION NMR,,914,https://files.rcsb.org/download/7BQE.cif.gz,not_started
4752,7BQM,SOLUTION NMR,,819,https://files.rcsb.org/download/7BQM.cif.gz,not_started
4753,7BQN,SOLUTION NMR,,987,https://files.rcsb.org/download/7BQN.cif.gz,not_started
4754,7BQQ,SOLUTION NMR,,1068,https://files.rcsb.org/download/7BQQ.cif.gz,not_started
4755,7BQR,SOLUTION NMR,,1092,https://files.rcsb.org/download/7BQR.cif.gz,not_started
4756,7BQS,SOLUTION NMR,,947,https://files.rcsb.org/download/7BQS.cif.gz,not_started
4757,7BUL,SOLUTION NMR,,1268,https://files.rcsb.org/download/7BUL.cif.gz,not_started
4758,7BUT,SOLUTION NMR,,1062,https://files.rcsb.org/download/7BUT.cif.gz,not_started
4759,7BV9,SOLUTION NMR,,1303,https://files.rcsb.org/download/7BV9.cif.gz,not_started
4760,7BZH,SOLUTION NMR,,511,https://files.rcsb.org/download/7BZH.cif.gz,not_started
4761,7C1M,SOLUTION NMR,,600,https://files.rcsb.org/download/7C1M.cif.gz,not_started
4762,7CG1,SOLUTION NMR,,1023,https://files.rcsb.org/download/7CG1.cif.gz,not_started
4763,7CJV,SOLUTION NMR,,777,https://files.rcsb.org/download/7CJV.cif.gz,not_started
4764,7CJW,SOLUTION NMR,,777,https://files.rcsb.org/download/7CJW.cif.gz,not_started
4765,7CQ1,SOLUTION NMR,,576,https://files.rcsb.org/download/7CQ1.cif.gz,not_started
4766,7D2O,SOLUTION NMR,,1268,https://files.rcsb.org/download/7D2O.cif.gz,not_started
4767,7DFE,SOLUTION NMR,,2148,https://files.rcsb.org/download/7DFE.cif.gz,not_started
4768,7DMD,SOLUTION NMR,,1063,https://files.rcsb.org/download/7DMD.cif.gz,not_started
4769,7DME,SOLUTION NMR,,2436,https://files.rcsb.org/download/7DME.cif.gz,not_started
4770,7DOJ,SOLUTION NMR,,507,https://files.rcsb.org/download/7DOJ.cif.gz,not_started
4771,7DTH,SOLUTION NMR,,1013,https://files.rcsb.org/download/7DTH.cif.gz,not_started
4772,7DTI,SOLUTION NMR,,1876,https://files.rcsb.org/download/7DTI.cif.gz,not_started
4773,7E42,SOLUTION NMR,,592,https://files.rcsb.org/download/7E42.cif.gz,not_started
4774,7EAU,SOLUTION NMR,,346,https://files.rcsb.org/download/7EAU.cif.gz,not_started
4775,7ELK,SOLUTION NMR,,525,https://files.rcsb.org/download/7ELK.cif.gz,not_started
4776,7EN4,SOLUTION NMR,,1861,https://files.rcsb.org/download/7EN4.cif.gz,not_started
4777,7F7N,SOLUTION NMR,,1001,https://files.rcsb.org/download/7F7N.cif.gz,not_started
4778,7F7X,SOLUTION NMR,,948,https://files.rcsb.org/download/7F7X.cif.gz,not_started
4779,7FBR,SOLUTION NMR,,799,https://files.rcsb.org/download/7FBR.cif.gz,not_started
4780,7FBV,SOLUTION NMR,,873,https://files.rcsb.org/download/7FBV.cif.gz,not_started
4781,7JGI,SOLUTION NMR,,1014,https://files.rcsb.org/download/7JGI.cif.gz,not_started
4782,7JH1,SOLUTION NMR,,521,https://files.rcsb.org/download/7JH1.cif.gz,not_started
4783,7JI1,SOLUTION NMR,,947,https://files.rcsb.org/download/7JI1.cif.gz,not_started
4784,7JMY,SOLUTION NMR,,790,https://files.rcsb.org/download/7JMY.cif.gz,not_started
4785,7JQ8,SOLUTION NMR,,987,https://files.rcsb.org/download/7JQ8.cif.gz,not_started
4786,7JXG,SOLUTION NMR,,1515,https://files.rcsb.org/download/7JXG.cif.gz,not_started
4787,7JYN,SOLUTION NMR,,1092,https://files.rcsb.org/download/7JYN.cif.gz,not_started
4788,7JYZ,SOLUTION NMR,,1507,https://files.rcsb.org/download/7JYZ.cif.gz,not_started
4789,7K3S,SOLUTION NMR,,1043,https://files.rcsb.org/download/7K3S.cif.gz,not_started
4790,7K6B,SOLUTION NMR,,1044,https://files.rcsb.org/download/7K6B.cif.gz,not_started
4791,7K7F,SOLUTION NMR,,1161,https://files.rcsb.org/download/7K7F.cif.gz,not_started
4792,7KAA,SOLUTION NMR,,1207,https://files.rcsb.org/download/7KAA.cif.gz,not_started
4793,7KBQ,SOLUTION NMR,,1112,https://files.rcsb.org/download/7KBQ.cif.gz,not_started
4794,7KIX,SOLUTION NMR,,686,https://files.rcsb.org/download/7KIX.cif.gz,not_started
4795,7KLO,SOLUTION NMR,,460,https://files.rcsb.org/download/7KLO.cif.gz,not_started
4796,7KLR,SOLUTION NMR,,540,https://files.rcsb.org/download/7KLR.cif.gz,not_started
4797,7KNV,SOLUTION NMR,,968,https://files.rcsb.org/download/7KNV.cif.gz,not_started
4798,7KRB,SOLUTION NMR,,1044,https://files.rcsb.org/download/7KRB.cif.gz,not_started
4799,7KW8,SOLUTION NMR,,1397,https://files.rcsb.org/download/7KW8.cif.gz,not_started
4800,7KW9,SOLUTION NMR,,1441,https://files.rcsb.org/download/7KW9.cif.gz,not_started
4801,7KWI,SOLUTION NMR,,1183,https://files.rcsb.org/download/7KWI.cif.gz,not_started
4802,7KXI,SOLUTION NMR,,943,https://files.rcsb.org/download/7KXI.cif.gz,not_started
4803,7KYZ,SOLUTION NMR,,1500,https://files.rcsb.org/download/7KYZ.cif.gz,not_started
4804,7L6K,SOLUTION NMR,,938,https://files.rcsb.org/download/7L6K.cif.gz,not_started
4805,7L8V,SOLUTION NMR,,1349,https://files.rcsb.org/download/7L8V.cif.gz,not_started
4806,7LDF,SOLUTION NMR,,591,https://files.rcsb.org/download/7LDF.cif.gz,not_started
4807,7LGI,SOLUTION NMR,,1400,https://files.rcsb.org/download/7LGI.cif.gz,not_started
4808,7LHQ,SOLUTION NMR,,645,https://files.rcsb.org/download/7LHQ.cif.gz,not_started
4809,7LIE,SOLUTION NMR,,613,https://files.rcsb.org/download/7LIE.cif.gz,not_started
4810,7LNS,SOLUTION NMR,,388,https://files.rcsb.org/download/7LNS.cif.gz,not_started
4811,7LOH,SOLUTION NMR,,3918,https://files.rcsb.org/download/7LOH.cif.gz,not_started
4812,7LOI,SOLUTION NMR,,4377,https://files.rcsb.org/download/7LOI.cif.gz,not_started
4813,7LP5,SOLUTION NMR,,546,https://files.rcsb.org/download/7LP5.cif.gz,not_started
4814,7LQT,SOLUTION NMR,,1358,https://files.rcsb.org/download/7LQT.cif.gz,not_started
4815,7LU8,SOLUTION NMR,,588,https://files.rcsb.org/download/7LU8.cif.gz,not_started
4816,7LUW,SOLUTION NMR,,602,https://files.rcsb.org/download/7LUW.cif.gz,not_started
4817,7LVF,SOLUTION NMR,,500,https://files.rcsb.org/download/7LVF.cif.gz,not_started
4818,7LXC,SOLUTION NMR,,716,https://files.rcsb.org/download/7LXC.cif.gz,not_started
4819,7LXK,SOLUTION NMR,,466,https://files.rcsb.org/download/7LXK.cif.gz,not_started
4820,7M1W,SOLUTION NMR,,852,https://files.rcsb.org/download/7M1W.cif.gz,not_started
4821,7M2M,SOLUTION NMR,,1453,https://files.rcsb.org/download/7M2M.cif.gz,not_started
4822,7M5T,SOLUTION NMR,,809,https://files.rcsb.org/download/7M5T.cif.gz,not_started
4823,7MC1,SOLUTION NMR,,260,https://files.rcsb.org/download/7MC1.cif.gz,not_started
4824,7MC2,SOLUTION NMR,,197,https://files.rcsb.org/download/7MC2.cif.gz,not_started
4825,7MC3,SOLUTION NMR,,247,https://files.rcsb.org/download/7MC3.cif.gz,not_started
4826,7MLA,SOLUTION NMR,,767,https://files.rcsb.org/download/7MLA.cif.gz,not_started
4827,7MN1,SOLUTION NMR,,746,https://files.rcsb.org/download/7MN1.cif.gz,not_started
4828,7MN2,SOLUTION NMR,,737,https://files.rcsb.org/download/7MN2.cif.gz,not_started
4829,7MP7,SOLUTION NMR,,711,https://files.rcsb.org/download/7MP7.cif.gz,not_started
4830,7MQ4,SOLUTION NMR,,742,https://files.rcsb.org/download/7MQ4.cif.gz,not_started
4831,7MQU,SOLUTION NMR,,1400,https://files.rcsb.org/download/7MQU.cif.gz,not_started
4832,7MU9,SOLUTION NMR,,806,https://files.rcsb.org/download/7MU9.cif.gz,not_started
4833,7MY8,SOLUTION NMR,,322,https://files.rcsb.org/download/7MY8.cif.gz,not_started
4834,7MZW,SOLUTION NMR,,2552,https://files.rcsb.org/download/7MZW.cif.gz,not_started
4835,7MZX,SOLUTION NMR,,630,https://files.rcsb.org/download/7MZX.cif.gz,not_started
4836,7MZZ,SOLUTION NMR,,575,https://files.rcsb.org/download/7MZZ.cif.gz,not_started
4837,7N45,SOLUTION NMR,,1101,https://files.rcsb.org/download/7N45.cif.gz,not_started
4838,7N82,SOLUTION NMR,,1016,https://files.rcsb.org/download/7N82.cif.gz,not_started
4839,7N87,SOLUTION NMR,,1167,https://files.rcsb.org/download/7N87.cif.gz,not_started
4840,7N99,SOLUTION NMR,,580,https://files.rcsb.org/download/7N99.cif.gz,not_started
4841,7NE8,SOLUTION NMR,,671,https://files.rcsb.org/download/7NE8.cif.gz,not_started
4842,7NF9,SOLUTION NMR,,500,https://files.rcsb.org/download/7NF9.cif.gz,not_started
4843,7NHZ,SOLUTION NMR,,859,https://files.rcsb.org/download/7NHZ.cif.gz,not_started
4844,7NKV,SOLUTION NMR,,557,https://files.rcsb.org/download/7NKV.cif.gz,not_started
4845,7NM2,SOLUTION NMR,,1293,https://files.rcsb.org/download/7NM2.cif.gz,not_started
4846,7NM4,SOLUTION NMR,,1289,https://files.rcsb.org/download/7NM4.cif.gz,not_started
4847,7NM5,SOLUTION NMR,,1296,https://files.rcsb.org/download/7NM5.cif.gz,not_started
4848,7NMB,SOLUTION NMR,,922,https://files.rcsb.org/download/7NMB.cif.gz,not_started
4849,7NN6,SOLUTION NMR,,718,https://files.rcsb.org/download/7NN6.cif.gz,not_started
4850,7NQC,SOLUTION NMR,,1347,https://files.rcsb.org/download/7NQC.cif.gz,not_started
4851,7NRN,SOLUTION NMR,,624,https://files.rcsb.org/download/7NRN.cif.gz,not_started
4852,7NT7,SOLUTION NMR,,1356,https://files.rcsb.org/download/7NT7.cif.gz,not_started
4853,7NWJ,SOLUTION NMR,,911,https://files.rcsb.org/download/7NWJ.cif.gz,not_started
4854,7NXI,SOLUTION NMR,,430,https://files.rcsb.org/download/7NXI.cif.gz,not_started
4855,7NY0,SOLUTION NMR,,914,https://files.rcsb.org/download/7NY0.cif.gz,not_started
4856,7NYI,SOLUTION NMR,,428,https://files.rcsb.org/download/7NYI.cif.gz,not_started
4857,7O2K,SOLUTION NMR,,464,https://files.rcsb.org/download/7O2K.cif.gz,not_started
4858,7O7B,SOLUTION NMR,,660,https://files.rcsb.org/download/7O7B.cif.gz,not_started
4859,7O9U,SOLUTION NMR,,1223,https://files.rcsb.org/download/7O9U.cif.gz,not_started
4860,7OFN,SOLUTION NMR,,1160,https://files.rcsb.org/download/7OFN.cif.gz,not_started
4861,7OIO,SOLUTION NMR,,1122,https://files.rcsb.org/download/7OIO.cif.gz,not_started
4862,7OJ9,SOLUTION NMR,,684,https://files.rcsb.org/download/7OJ9.cif.gz,not_started
4863,7OLG,SOLUTION NMR,,1310,https://files.rcsb.org/download/7OLG.cif.gz,not_started
4864,7OMK,SOLUTION NMR,,757,https://files.rcsb.org/download/7OMK.cif.gz,not_started
4865,7OSR,SOLUTION NMR,,393,https://files.rcsb.org/download/7OSR.cif.gz,not_started
4866,7OSW,SOLUTION NMR,,395,https://files.rcsb.org/download/7OSW.cif.gz,not_started
4867,7OVC,SOLUTION NMR,,1580,https://files.rcsb.org/download/7OVC.cif.gz,not_started
4868,7OX6,SOLUTION NMR,,985,https://files.rcsb.org/download/7OX6.cif.gz,not_started
4869,7OZ0,SOLUTION NMR,,849,https://files.rcsb.org/download/7OZ0.cif.gz,not_started
4870,7P08,SOLUTION NMR,,719,https://files.rcsb.org/download/7P08.cif.gz,not_started
4871,7P27,SOLUTION NMR,,1228,https://files.rcsb.org/download/7P27.cif.gz,not_started
4872,7P2K,SOLUTION NMR,,547,https://files.rcsb.org/download/7P2K.cif.gz,not_started
4873,7P2O,SOLUTION NMR,,526,https://files.rcsb.org/download/7P2O.cif.gz,not_started
4874,7P4N,SOLUTION NMR,,599,https://files.rcsb.org/download/7P4N.cif.gz,not_started
4875,7PBH,SOLUTION NMR,,1108,https://files.rcsb.org/download/7PBH.cif.gz,not_started
4876,7PGD,SOLUTION NMR,,432,https://files.rcsb.org/download/7PGD.cif.gz,not_started
4877,7PJ1,SOLUTION NMR,,1885,https://files.rcsb.org/download/7PJ1.cif.gz,not_started
4878,7PKU,SOLUTION NMR,,1301,https://files.rcsb.org/download/7PKU.cif.gz,not_started
4879,7PLL,SOLUTION NMR,,613,https://files.rcsb.org/download/7PLL.cif.gz,not_started
4880,7PMP,SOLUTION NMR,,864,https://files.rcsb.org/download/7PMP.cif.gz,not_started
4881,7PQ4,SOLUTION NMR,,690,https://files.rcsb.org/download/7PQ4.cif.gz,not_started
4882,7PRD,SOLUTION NMR,,975,https://files.rcsb.org/download/7PRD.cif.gz,not_started
4883,7PRE,SOLUTION NMR,,424,https://files.rcsb.org/download/7PRE.cif.gz,not_started
4884,7PVC,SOLUTION NMR,,1209,https://files.rcsb.org/download/7PVC.cif.gz,not_started
4885,7Q33,SOLUTION NMR,,873,https://files.rcsb.org/download/7Q33.cif.gz,not_started
4886,7Q4L,SOLUTION NMR,,1915,https://files.rcsb.org/download/7Q4L.cif.gz,not_started
4887,7QA5,SOLUTION NMR,,729,https://files.rcsb.org/download/7QA5.cif.gz,not_started
4888,7QAB,SOLUTION NMR,,663,https://files.rcsb.org/download/7QAB.cif.gz,not_started
4889,7QB0,SOLUTION NMR,,1040,https://files.rcsb.org/download/7QB0.cif.gz,not_started
4890,7QCC,SOLUTION NMR,,1822,https://files.rcsb.org/download/7QCC.cif.gz,not_started
4891,7QCX,SOLUTION NMR,,704,https://files.rcsb.org/download/7QCX.cif.gz,not_started
4892,7QCY,SOLUTION NMR,,704,https://files.rcsb.org/download/7QCY.cif.gz,not_started
4893,7QDD,SOLUTION NMR,,838,https://files.rcsb.org/download/7QDD.cif.gz,not_started
4894,7QDE,SOLUTION NMR,,1593,https://files.rcsb.org/download/7QDE.cif.gz,not_started
4895,7QDW,SOLUTION NMR,,822,https://files.rcsb.org/download/7QDW.cif.gz,not_started
4896,7QI2,SOLID-STATE NMR,,2167,https://files.rcsb.org/download/7QI2.cif.gz,not_started
4897,7QIL,SOLUTION NMR,,1084,https://files.rcsb.org/download/7QIL.cif.gz,not_started
4898,7QJF,SOLUTION NMR,,495,https://files.rcsb.org/download/7QJF.cif.gz,not_started
4899,7QRI,SOLUTION NMR,,1606,https://files.rcsb.org/download/7QRI.cif.gz,not_started
4900,7QS6,SOLUTION NMR,,1042,https://files.rcsb.org/download/7QS6.cif.gz,not_started
4901,7QUU,SOLUTION NMR,,746,https://files.rcsb.org/download/7QUU.cif.gz,not_started
4902,7QYI,SOLUTION NMR,,1014,https://files.rcsb.org/download/7QYI.cif.gz,not_started
4903,7R0R,SOLUTION NMR,,1771,https://files.rcsb.org/download/7R0R.cif.gz,not_started
4904,7R3M,SOLUTION NMR,,906,https://files.rcsb.org/download/7R3M.cif.gz,not_started
4905,7R67,SOLUTION NMR,,741,https://files.rcsb.org/download/7R67.cif.gz,not_started
4906,7R68,SOLUTION NMR,,716,https://files.rcsb.org/download/7R68.cif.gz,not_started
4907,7R6P,SOLUTION NMR,,407,https://files.rcsb.org/download/7R6P.cif.gz,not_started
4908,7R7P,SOLID-STATE NMR,,4716,https://files.rcsb.org/download/7R7P.cif.gz,not_started
4909,7R7Q,SOLID-STATE NMR,,4674,https://files.rcsb.org/download/7R7Q.cif.gz,not_started
4910,7R95,SOLUTION NMR,,398,https://files.rcsb.org/download/7R95.cif.gz,not_started
4911,7RM8,SOLUTION NMR,,786,https://files.rcsb.org/download/7RM8.cif.gz,not_started
4912,7RPM,SOLUTION NMR,,10100,https://files.rcsb.org/download/7RPM.cif.gz,not_started
4913,7RY6,SOLUTION NMR,,3663,https://files.rcsb.org/download/7RY6.cif.gz,not_started
4914,7RZ3,SOLUTION NMR,,607,https://files.rcsb.org/download/7RZ3.cif.gz,not_started
4915,7S0N,SOLUTION NMR,,1021,https://files.rcsb.org/download/7S0N.cif.gz,not_started
4916,7S5J,SOLUTION NMR,,1352,https://files.rcsb.org/download/7S5J.cif.gz,not_started
4917,7SA5,SOLUTION NMR,,1281,https://files.rcsb.org/download/7SA5.cif.gz,not_started
4918,7SD4,SOLID-STATE NMR,,1061,https://files.rcsb.org/download/7SD4.cif.gz,not_started
4919,7SEK,SOLUTION NMR,,622,https://files.rcsb.org/download/7SEK.cif.gz,not_started
4920,7SFT,SOLUTION NMR,,872,https://files.rcsb.org/download/7SFT.cif.gz,not_started
4921,7SGT,SOLUTION NMR,,783,https://files.rcsb.org/download/7SGT.cif.gz,not_started
4922,7SJL,SOLUTION NMR,,935,https://files.rcsb.org/download/7SJL.cif.gz,not_started
4923,7SUP,SOLUTION NMR,,1019,https://files.rcsb.org/download/7SUP.cif.gz,not_started
4924,7SUQ,SOLUTION NMR,,1281,https://files.rcsb.org/download/7SUQ.cif.gz,not_started
4925,7SUR,SOLUTION NMR,,1281,https://files.rcsb.org/download/7SUR.cif.gz,not_started
4926,7SVC,SOLUTION NMR,,1020,https://files.rcsb.org/download/7SVC.cif.gz,not_started
4927,7SWG,SOLUTION NMR,,1018,https://files.rcsb.org/download/7SWG.cif.gz,not_started
4928,7SWI,SOLUTION NMR,,1019,https://files.rcsb.org/download/7SWI.cif.gz,not_started
4929,7SXB,SOLUTION NMR,,691,https://files.rcsb.org/download/7SXB.cif.gz,not_started
4930,7SXC,SOLUTION NMR,,988,https://files.rcsb.org/download/7SXC.cif.gz,not_started
4931,7SXD,SOLUTION NMR,,987,https://files.rcsb.org/download/7SXD.cif.gz,not_started
4932,7SXI,SOLUTION NMR,,661,https://files.rcsb.org/download/7SXI.cif.gz,not_started
4933,7T03,SOLUTION NMR,,846,https://files.rcsb.org/download/7T03.cif.gz,not_started
4934,7T2F,SOLUTION NMR,,869,https://files.rcsb.org/download/7T2F.cif.gz,not_started
4935,7TA8,SOLUTION NMR,,1268,https://files.rcsb.org/download/7TA8.cif.gz,not_started
4936,7TOD,SOLUTION NMR,,857,https://files.rcsb.org/download/7TOD.cif.gz,not_started
4937,7TUJ,SOLUTION NMR,,692,https://files.rcsb.org/download/7TUJ.cif.gz,not_started
4938,7TXX,SOLUTION NMR,,1159,https://files.rcsb.org/download/7TXX.cif.gz,not_started
4939,7TZ8,SOLUTION NMR,,1264,https://files.rcsb.org/download/7TZ8.cif.gz,not_started
4940,7TZD,SOLUTION NMR,,797,https://files.rcsb.org/download/7TZD.cif.gz,not_started
